Ligand SMILES,activity_class
CC1(C)Oc2ccc(cc2C2(COC(N)=N2)C11COC1)-c1ccccc1OC(F)(F)F,moderately_active
CC1(C)Oc2ccc(cc2C2(COC(N)=N2)C11COC1)-c1c(F)ccc(F)c1F,moderately_active
CC1(C)Oc2ccc(cc2C2(COC(N)=N2)C11COC1)-c1cccc2[nH]ccc12,moderately_active
CC1(C)Oc2ccc(cc2C2(COC(N)=N2)C11COC1)-c1ccc(OC(F)F)cc1,moderately_active
NC1=NC2(CO1)c1cc(ccc1OC1(CCC1)C21COC1)-c1cncc2ccccc12,moderately_active
NC1=NC2(CO1)c1cc(ccc1OC1(CCC1)C21COC1)-c1cnc2ccccc2c1,inactive
Cn1cc2cc(ccc2n1)-c1ccc2OCC3(CC3)C3(COC(N)=N3)c2c1,inactive
CC1(C)Oc2ccc(NC(=O)c3ccc(Br)cn3)cc2[C@@]2(COC(N)=N2)C11COC1,moderately_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cccc(NC(=O)c2ccc(F)cn2)c1,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cccc(NC(=O)c2cnc(CO)cn2)c1,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cc(NC(=O)c2cnc(CO)cn2)ccc1F,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cccc(NC(=O)c2ccc(cn2)[N+]#[C-])c1,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cccc(NC(=O)c2ncc(F)cc2F)c1,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F,very_active
NC1=N[C@]2(CN(C[C@H]2CS1)c1ncc(F)cn1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F,very_active
CC[C@@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ncccn3)C2=O)[N+]#[C-])CC[C@@H]1OC,moderately_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3CCOCC3)C2=O)C#N)CC[C@H]1OC,very_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)CC[C@H]1OC,moderately_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3(F)CCOCC3)C2=O)C#N)CC[C@H]1OC,very_active
CC[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@H]3CCCO3)C2=O)C#N)CC[C@@H]1OC,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ncccn3)C2=O)C#N)C[C@@H]1C,moderately_active
COCCN1C(N)=N[C@@]2(C1=O)c1cc(ccc1C[C@@]21CC[C@H](OC)[C@@H](C)C1)C#N,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3(C)COC3)C2=O)C#N)C[C@@H]1C,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ccncn3)C2=O)C#N)C[C@@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ncc(F)cn3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3(C)COC3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C3COC3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3COC3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@H]3CCCO3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@@H]3CCCO3)C2=O)C#N)C[C@H]1C,moderately_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3CCOCC3)C2=O)C#N)C[C@H]1C,moderately_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)C[C@H]1C,moderately_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@@H]3CCO3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CCC3COC3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@@H]3COCCO3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(C[C@H]3COCCO3)C2=O)C#N)C[C@H]1C,very_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3(F)CCOCC3)C2=O)C#N)C[C@H]1C,moderately_active
CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ccncn3)C2=O)C#N)C[C@H]1C,very_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)C[C@H](C)[C@H]1OC,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3COCCO3)C2=O)C#N)C[C@@H]1C,very_active
C[C@]1(CC(=C)OC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,moderately_active
C[C@]1(CC(=C)OC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,moderately_active
C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,moderately_active
NC1=N[C@](CCO1)(C(F)F)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,moderately_active
CC1=C[C@](C)(N=C(N)O1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,moderately_active
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CC(=C)OC(N)=N1,inactive
C[C@]1(CC(=C)OC(N)=N1)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F,inactive
C[C@]1(CC(=C)OC(N)=N1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F,inactive
C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1Cl,inactive
C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,inactive
C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F,inactive
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CCOC(N)=N1,inactive
C[C@]1(CCOC(N)=N1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F,inactive
CC#Cc1cncc(c1)-c1csc(c1)[C@]1(C)CCOC(N)=N1,inactive
CC1=C[C@](C)(N=C(N)O1)c1cc(NC(=O)c2ncc(F)cc2F)ccc1F,inactive
CC1=C[C@](C)(N=C(N)O1)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,inactive
CC1=C[C@](C)(N=C(N)O1)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)ccc1F,inactive
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)C=C(C)OC(N)=N1,inactive
CC1=C[C@](C)(N=C(N)O1)c1cc(NC(=O)c2ncc(cc2F)C#N)ccc1F,inactive
CC(C)COc1ccc2C[C@@]3(CC[C@H](O)CC3)[C@@]3(N=C(C)C(N)=N3)c2c1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC(C)(F)F)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@@]21CC[C@H](O)CC1,very_active
CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@@]21CC[C@H](O)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3C22N=C(C)C(N)=N2)C#CC2CCC2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@@]22N=C(C)C(N)=N2)C#CC2CCC2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(C)C(N)=N2)C#CC2CCC2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3C22N=C(C)C(N)=N2)C#CC(C)C)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@@]22N=C(C)C(N)=N2)C#CC(C)C)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(C)C(N)=N2)C#CC(C)C)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCCC(F)(F)F)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCCC(F)(F)F)cc3C22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCCC(F)(F)F)cc3[C@@]22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCCC(F)(F)F)cc3[C@]22N=C(C)C(N)=N2)CC1,moderately_active
CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@@]21CC[C@@H](CC1)OC(F)F,very_active
CC1=N[C@@]2(N=C1N)c1cc(OCCCF)ccc1C[C@@]21CC[C@@H](CC1)OC(F)F,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC(C)F)cc3C22N=C(C)C(N)=N2)CC1,very_active
CC1=N[C@]2(N=C1N)c1cc(ccc1C[C@@]21CC[C@H](O)CC1)-c1cc(Cl)cc(c1)C#N,very_active
CC1=N[C@@]2(N=C1N)c1cc(ccc1C[C@@]21CC[C@H](O)CC1)-c1cc(Cl)cc(c1)C#N,moderately_active
CC(C)O[C@H]1CC[C@@]2(Cc3ccc(Br)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CC(C)O[C@H]1CC[C@@]2(Cc3ccc(OCCCF)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CC[C@@H](C)Oc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C3(N=C(C)C(N)=N3)c2c1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(O)cc3[C@@]22N=C(C)C(N)=N2)CC1,moderately_active
CC#Cc1cncc(c1)-c1ccc2C[C@@]3(CC[C@H](O)CC3)[C@]3(N=C(C)C(N)=N3)c2c1,very_active
CC#Cc1cncc(c1)-c1ccc2C[C@@]3(CC[C@H](O)CC3)[C@@]3(N=C(C)C(N)=N3)c2c1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(C)c(Br)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(C)c(cc3C22N=C(C)C(N)=N2)-c2cncc(c2)C#CC)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(C)c(cc3C22N=C(C)C(N)=N2)-c2cc(Cl)cc(c2)[N+]#[C-])CC1,moderately_active
COC1CCC2(Cc3cc(F)c(Br)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3C22N=C(C)C(N)=N2)-c2cc(Cl)cc(c2)C#N)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3[C@@]22N=C(C)C(N)=N2)-c2cc(Cl)cc(c2)C#N)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3[C@]22N=C(C)C(N)=N2)-c2cc(Cl)cc(c2)C#N)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3C22N=C(C)C(N)=N2)-c2cncc(Cl)c2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3C22N=C(C)C(N)=N2)-c2cc(F)cc(c2)C#N)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3[C@@]22N=C(C)C(N)=N2)-c2cc(F)cc(c2)C#N)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(cc3[C@]22N=C(C)C(N)=N2)-c2cc(F)cc(c2)C#N)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3cc(F)c(OCCCF)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CC1=NC2(N=C1N)c1cc(Br)ccc1CCC21CC1,moderately_active
CC1=NC2(N=C1N)c1cc(ccc1CCC21CC1)-c1cc(F)cc(c1)C#N,moderately_active
CC1=NC2(N=C1N)c1cc(ccc1CCC21CC1)-c1cc(F)cc(F)c1,moderately_active
CC1=NC2(N=C1N)c1cc(ccc1CCC21CC1)-c1cncc(Cl)c1,moderately_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(Br)cc1C21N=C(C)C(N)=N1,moderately_active
CO[C@H]1CC[C@@]2(CC1)CCc1ccc(Br)cc1C21N=C(C)C(N)=N1,moderately_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cc(OC)cc(c1)C#N,very_active
CO[C@H]1CC[C@@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cc(OC)cc(c1)C#N,moderately_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cncc(Cl)c1,moderately_active
CO[C@H]1CC[C@@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cncc(Cl)c1,moderately_active
CO[C@H]1CC[C@@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cncc(c1)C#CC,moderately_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cncc(c1)C#CC,moderately_active
CC1=NC2(N=C1N)c1cc(ccc1CCC21CC1)-c1cc(Cl)cc(c1)C#N,moderately_active
COC1CCC2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cc(Cl)cc(c1)C#N,very_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cc(Cl)cc(c1)C#N,moderately_active
CO[C@H]1CC[C@@]2(CC1)CCc1ccc(cc1C21N=C(C)C(N)=N1)-c1cc(Cl)cc(c1)C#N,very_active
CO[C@H]1CC[C@]2(CC1)CCc1ccc(cc1[C@@]21N=C(C)C(N)=N1)-c1cc(Cl)cc(c1)C#N,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4(C)CC4)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CC(F)(F)C4)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CC4)cc3C22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CC4)cc3[C@@]22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CC4)cc3[C@]22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CC4(F)F)cc3C22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CCC4)cc3C22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CCC4)cc3[C@@]22N=C(C)C(N)=N2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCC4CCC4)cc3[C@]22N=C(C)C(N)=N2)CC1,moderately_active
CO[C@H]1CC[C@@]2(Cc3ccc(OCCC4CC4)cc3C22N=C(C)C(N)=N2)CC1,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CCC(F)(F)F)C2=O)C#N)C[C@@H](C)[C@@H]1O,moderately_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)C[C@@H](C)[C@@H]1O,moderately_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)Cl)C2=O)C#N)C[C@@H](C)[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3(F)CCOCC3)C2=O)C#N)C[C@@H](C)[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)-c2cncnc2)C[C@@H](C)[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(NC(=O)C(C)(C)F)cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C[C@@H](C)[C@@H]1O,very_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)C[C@H](C)[C@H]1O,very_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3COCCO3)C2=O)C#N)C[C@H](C)[C@H]1O,very_active
CC[C@@H]1C[C@@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC(C)(C)F)C2=O)C#N)CC[C@H]1O,moderately_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3CC3)C2=O)C#N)C[C@@H](C)[C@@H]1O,moderately_active
C[C@H]1CC2(Cc3ccc(Cl)cc3[C@]22N=C(N)N(Cc3ncccn3)C2=O)C[C@@H](C)[C@@H]1O,moderately_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ncccn3)C2=O)-c2cccnc2)CC[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3CC(F)(F)C3)C2=O)C#N)CC[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CC3CC(F)(F)C3)C2=O)C#N)C[C@@H](C)[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(CCc3ccncc3)C2=O)C#N)C[C@@H](C)[C@@H]1O,very_active
C[C@H]1C[C@]2(Cc3ccc(cc3[C@]22N=C(N)N(Cc3ccnc(C)c3)C2=O)C#N)C[C@@H](C)[C@@H]1O,very_active
NC1=N[C@]2(COC[C@@]2(F)CS1)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,moderately_active
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]12COC[C@@]1(F)CSC(N)=N2,moderately_active
NC1=N[C@]2(COC[C@@]2(F)CS1)c1cc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F,very_active
NC1=N[C@]2(COC[C@@]2(F)CO1)c1cc(NC(=O)c2ccc(cn2)[N+]#[C-])ccc1F,moderately_active
NC1=N[C@]2(COC[C@@]2(F)CO1)c1cc(NC(=O)c2cnc(OCC3(F)CC3)cn2)ccc1F,moderately_active
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(cn2)C(F)(F)F)ccc1F,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2cnc(C)cn2)ccc1F,
COc1cnc(cn1)C(=O)Nc1cc(F)c(F)c(c1)[C@]1(C)CS(=O)(=O)N(C)C(=N)N1,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(C)cn2)ccc1F,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(F)cn2)ccc1F,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(cs1)-c1cccc(c1)C#N,
CN1C(=N)N[C@@](C)(CS1(=O)=O)c1cc(cs1)-c1ccc(F)c(c1)C#N,
CC#Cc1cncc(c1)-c1cc(Cl)c(s1)[C@]1(C)CS(=O)(=O)N(C)C(=N)N1,
COc1cnc(cn1)C(=O)Nc1ccc(F)c(c1)[C@]1(C)CS(=O)(=O)N(C)C(=N)N1,
COc1cc(F)c(cc1C#N)C12CO[C@@H](COCc3ccccc3)C[C@H]1CSC(N)=N2,moderately_active
NC1=NC2(CO[C@@H](COCc3ccccc3)C[C@H]2CS1)c1cc(C#N)c(F)cc1F,moderately_active
NC1=NC2(CO[C@@H](CO)C[C@H]2CS1)c1cc(C#N)c(F)cc1F,moderately_active
NC1=NC2(CO[C@@H](CF)C[C@H]2CS1)c1cc(C#N)c(F)cc1F,moderately_active
COC[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(C#N)c(F)cc1F,moderately_active
C[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(ccc1Cl)C#N,moderately_active
C[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cccc(c1)C#N,moderately_active
NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1cc(CNCC(F)(F)F)c(F)cc1F,moderately_active
C[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1cc(CNCC(F)(F)F)c(F)cc1F,moderately_active
Cc1cc(on1)[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(ccc1F)C#N,moderately_active
Cc1coc(n1)[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(ccc1F)C#N,moderately_active
Cn1cc(cn1)[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(ccc1F)C#N,moderately_active
NC1=NC2(CO[C@H](C[C@H]2CS1)C1CC1)c1cc(ccc1F)C#N,moderately_active
C[C@H]1C[C@H]2CSC(N)=NC2(CO1)c1cc(ccc1F)C#N,moderately_active
NC1=N[C@]2(CO[C@@H](CF)C[C@H]2CS1)c1cc(CNCC(F)(F)F)ccc1F,moderately_active
Cn1cc(cn1)[C@H]1C[C@H]2CSC(N)=N[C@]2(CO1)c1cc(CNCC(F)(F)F)ccc1F,moderately_active
C[C@H]1SC(N)=NC2(CO[C@H](C[C@@H]12)c1cc(C)no1)c1cc(ccc1F)C#N,moderately_active
COC[C@@H](C)NCc1ccc(F)c(c1)[C@]12CO[C@H](C[C@H]1CSC(N)=N2)c1cnn(C)c1,moderately_active
C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1cc(CNCC(F)(F)F)ccc1F,moderately_active
C[C@H]1C[C@H]2[C@@H](CF)SC(N)=N[C@]2(CO1)c1cc(CNCC(F)(F)F)c(F)cc1F,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CCON=C23)-c2cc(F)cc(Cl)c2)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CCON=C23)-c2cccc(OC(F)(F)F)c2)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CCCN=C23)-c2cc(F)cc(Cl)c2)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CCCN=C23)C#CC2CC2)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CCCN=C23)-c2cccnc2)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CC(F)(F)CN=C23)-c2cc(F)cc(Cl)c2)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CC(C)(C)CN=C23)-c2cc(F)cc(Cl)c2)CC1,moderately_active
CCC1CN=C2N(C1)C(N)=NC21c2cc(ccc2CC11CCC(CC1)OC)-c1cc(F)cc(Cl)c1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CC(F)(F)CN=C23)C#CC2CC2)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)N3CC4(CC4)CN=C23)C#CC2CC2)CC1,moderately_active
COC1CCC2(Cc3ccc(Br)cc3C22N=C(N)N3CC4(CC4)CN=C23)CC1,moderately_active
COC1CCC2(Cc3ccc(OC)cc3C22N=C(N)N3C2CCCC3C(F)(F)F)CC1,inactive
COC1CCC2(Cc3ccc(Br)cc3C22N=C(N)c3ccccc23)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccccc23)C#CC2CC2)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccccc23)-c2cccc(c2)C#N)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccccc23)-c2cncc(c2)C(F)(F)F)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccc(cc23)C#N)C#CC2CC2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3C22N=C(N)c3ccc(cc23)C#N)C#CC2CC2)CC1,very_active
CO[C@H]1CC[C@@]2(Cc3ccc(cc3[C@]22N=C(N)c3ccc(cc23)C#N)C#CC2CC2)CC1,very_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccc(cc23)C#N)-c2cc(F)cc(Cl)c2)CC1,moderately_active
COC1CCC2(CC1)Oc1ccc(cc1C21N=C(N)c2ccccc12)C#CC1CC1,moderately_active
COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccccc12,moderately_active
COC1CCC2(CC1)Oc1ccc(Cl)cc1C21N=C(N)c2ccc(cc12)C#N,moderately_active
COC1CCC2(Cc3ccc(Br)cc3C22N=C(N)c3ccc(OC)cc23)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccc(OC)cc23)C#CC2CC2)CC1,moderately_active
COC1CCC2(Cc3ccc(Br)cc3C22N=C(N)c3ccc(cc23)C(F)(F)F)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3ccc(cc23)C(F)(F)F)C#CC2CC2)CC1,very_active
COC1CCC2(Cc3ccc(OCC4CC4)cc3C22N=C(N)c3ccccc23)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3c2cccc3F)C#CC2CC2)CC1,very_active
COC1CCC2(Cc3ccc(CCC4CC4)cc3C22N=C(N)c3c2cccc3F)CC1,moderately_active
COC1CCC2(Cc3ccc(Br)cc3C22N=C(N)c3cc(ccc23)C#N)CC1,moderately_active
COC1CCC2(Cc3ccc(cc3C22N=C(N)c3cc(ccc23)C#N)C#CC2CC2)CC1,very_active
CCOc1cnc(C(=O)Nc2ccc(F)c(n2)[C@@]2(C)N=C(N)OCC2(F)F)c(N)n1,moderately_active
Cc1cc(=O)oc2cc(Oc3ccc(Nc4c5CCCc5nc5cc(Cl)ccc45)cc3)ccc12,moderately_active
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
C[C@]1(CC(=C)SC(N)=N1)c1cc(NC(=O)c2ccc(cn2)C#N)ccc1F,moderately_active
